model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max,accuracy_count,accuracy_mean,accuracy_std,accuracy_min,accuracy_25%,accuracy_50%,accuracy_75%,accuracy_max,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max,recall_count,recall_mean,recall_std,recall_min,recall_25%,recall_50%,recall_75%,recall_max,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max,roc_auc_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_25%,roc_auc_50%,roc_auc_75%,roc_auc_max
DESKL (Balanced + MEC),100.0,0.8403329839554948,0.0016657955207305922,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.2753634937170218,0.002468565715332763,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739,100.0,0.8290393518761939,0.04342949540177458,0.696969696969697,0.8008333333333334,0.8327557530189109,0.8586363636363636,0.9290909090909092
DESKL (Balanced + STD),100.0,0.7860948963960331,0.14231389147667306,0.379746835443038,0.7070063694267515,0.7898089171974523,0.8996815286624205,1.0443037974683544,100.0,0.8264718213335485,0.034072477448701226,0.7025316455696202,0.803485043940982,0.8280254777070064,0.841016286382327,0.929936305732484,100.0,0.4735830558265095,0.08276869861722462,0.2857142857142857,0.4117647058823529,0.4642857142857143,0.5030487804878049,0.7916666666666666,100.0,0.5736769230769231,0.08741060684624935,0.4,0.52,0.56,0.64,0.84,100.0,0.5149924957891552,0.07230339887087389,0.3728813559322034,0.4677304964539007,0.5042372881355932,0.5581761006289309,0.7755102040816326,100.0,0.8308605263157895,0.04399938039979247,0.7266666666666667,0.8017278554778555,0.8333333333333333,0.8615909090909091,0.9251515151515152
DESKL (Baseline),100.0,1.3997121664113519,0.11154073159821075,1.1019108280254777,1.3375796178343948,1.4012738853503184,1.4658147222446183,1.6455696202531649,100.0,0.856939047004757,0.011343204582145069,0.8280254777070064,0.8471337579617835,0.8571514956059019,0.8662420382165605,0.879746835443038,100.0,0.8044830447330448,0.2819597109882363,0.0,0.75,0.9444444444444444,1.0,1.0,100.0,0.1255076923076923,0.06960502483584029,0.0,0.08,0.12,0.16,0.32,100.0,0.21210374637001436,0.10687391811262399,0.0,0.1481481481481481,0.2142857142857142,0.2758620689655172,0.4571428571428571,100.0,0.7928032217782218,0.08400393407748341,0.5,0.760568181818182,0.8107517482517482,0.8441666666666666,0.9330303030303032
DESKL (Cost-sensitive + MEC),100.0,0.8403329839554948,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342,100.0,0.1596670160445053,0.001665795520730567,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,0.1596670160445053,0.001665795520730567,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.2753634937170218,0.0024685657153327625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739,100.0,0.8269867974131132,0.04360714128477876,0.6915151515151515,0.8023484848484849,0.8242424242424242,0.8499043062200956,0.9321095571095572
DESKL (Cost-sensitive + STD),100.0,0.587201886640329,0.13174269740935052,0.3375796178343949,0.4873417721518987,0.5796178343949044,0.6878980891719745,0.8860759493670886,100.0,0.652673546722567,0.07457473028484056,0.4585987261146497,0.6114649681528662,0.6624203821656051,0.7011106183987744,0.802547770700637,100.0,0.3004162589569799,0.04846615660038366,0.2,0.26462136578769435,0.2979023799919322,0.32793288934426224,0.4375,100.0,0.8331846153846155,0.08533976996300069,0.56,0.76,0.84,0.88,1.0,100.0,0.43867164384279284,0.054055113190205145,0.32,0.39679260133805583,0.43577050012693574,0.47268258426966286,0.5753424657534246,100.0,0.8267685428606483,0.047043452806403825,0.7003030303030303,0.7920658508158508,0.8298484848484848,0.8628787878787879,0.9193939393939394
DESKL (SMOTE + MEC),100.0,0.8403329839554948,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.2753634937170218,0.0024685657153327625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739,100.0,0.7887689880295143,0.04774308316561766,0.6640909090909091,0.7524242424242424,0.7948678514467988,0.8200757575757576,0.922121212121212
DESKL (SMOTE + STD),100.0,0.8943993388696283,0.14661764672994992,0.445859872611465,0.8073248407643312,0.9015963879706523,0.987281302910586,1.2025316455696202,100.0,0.8155289042973477,0.04234696282195701,0.6815286624203821,0.7908066596791099,0.8164556962025317,0.8471337579617835,0.8980891719745223,100.0,0.4515793026259384,0.10069417684308918,0.2340425531914893,0.37753378378378377,0.4422222222222222,0.5204347826086957,0.7857142857142857,100.0,0.5057538461538463,0.09621927719375034,0.28,0.44,0.5,0.56,0.76,100.0,0.46919362500510714,0.07701215129936329,0.2950819672131147,0.4115646258503401,0.46265328874024525,0.5255180946489328,0.7037037037037037,100.0,0.7907749745868168,0.04851344378125438,0.6443939393939393,0.7623484848484849,0.7928787878787878,0.818030303030303,0.9351515151515152
KNORAE (Balanced + MEC),100.0,0.8374820607917441,0.033665404499107036,0.7961783439490446,0.821656050955414,0.8343949044585988,0.8407643312101911,1.0764331210191085,100.0,0.17226316213819234,0.013411207318062633,0.1528662420382165,0.1592356687898089,0.170886075949367,0.1783439490445859,0.2229299363057325,100.0,0.16096760674751387,0.003563679957943659,0.14,0.1592356687898089,0.1612903225806451,0.1632653061224489,0.1688311688311688,100.0,0.9932000000000001,0.022059607036986464,0.84,1.0,1.0,1.0,1.0,100.0,0.2770259922286434,0.005903133915767663,0.24,0.2747252747252747,0.2777777777777778,0.2793296089385474,0.2888888888888888,100.0,0.7249589327339326,0.05313012259108121,0.5875757575757576,0.6925797448165869,0.7251165501165501,0.7534877622377623,0.8633333333333333
KNORAE (Balanced + STD),100.0,0.9104152221236798,0.1677697070140511,0.5569620253164557,0.7770700636942676,0.910828025477707,1.03343949044586,1.286624203821656,100.0,0.76519793598323,0.0317527618609248,0.6878980891719745,0.7452229299363057,0.7658227848101266,0.7898089171974523,0.8291139240506329,100.0,0.34755870612667716,0.059528890154480055,0.2,0.30598072562358275,0.3473824312333629,0.39050901378579006,0.4857142857142857,100.0,0.5296923076923077,0.10562710660333995,0.28,0.44,0.52,0.6,0.76,100.0,0.4178029361827323,0.0707022888474559,0.2461538461538461,0.36858974358974356,0.4252359662195727,0.47003367003367,0.5573770491803278,100.0,0.7336712033580455,0.0574708880682698,0.5800000000000001,0.7009469696969697,0.7341666666666666,0.769090909090909,0.8615151515151516
KNORAE (Baseline),100.0,1.217118035959042,0.15052695255991802,0.7515923566878981,1.1251914859308234,1.2222244618237523,1.310620414415867,1.6455696202531649,100.0,0.8351229541240024,0.023343098587899208,0.7515923566878981,0.821656050955414,0.8343949044585988,0.8471337579617835,0.89171974522293,100.0,0.47662048387068573,0.1648649738976416,0.0,0.3846153846153846,0.4615384615384615,0.5384615384615384,1.0,100.0,0.2677692307692308,0.09779161542696507,0.0,0.2,0.28,0.32,0.56,100.0,0.33395286400522445,0.10606090339880281,0.0,0.2777777777777778,0.3333333333333333,0.3926829268292683,0.5957446808510638,100.0,0.7165541178120125,0.06543148662663986,0.5,0.6901376255323625,0.7253030303030303,0.7586742424242424,0.8339393939393941
